Fragment Size,Count,Range,Group,BAM File
3884,3,>1000,Plasma,C2-57-plasma.bam
11800924,3,>1000,Plasma,C2-57-plasma.bam
11800859,3,>1000,Plasma,C2-57-plasma.bam
11800852,3,>1000,Plasma,C2-57-plasma.bam
11800890,3,>1000,Plasma,C2-57-plasma.bam
1938452,3,>1000,Plasma,C2-57-plasma.bam
293,3,200-500,Plasma,C2-57-plasma.bam
2629252,3,>1000,Plasma,C2-57-plasma.bam
5013,3,>1000,Plasma,C2-57-plasma.bam
21516883,3,>1000,Plasma,C2-57-plasma.bam
113255,3,>1000,Plasma,C2-57-plasma.bam
7608,3,>1000,Plasma,C2-57-plasma.bam
11801039,3,>1000,Plasma,C2-57-plasma.bam
113256,3,>1000,Plasma,C2-57-plasma.bam
11800854,3,>1000,Plasma,C2-57-plasma.bam
11800902,3,>1000,Plasma,C2-57-plasma.bam
11800869,3,>1000,Plasma,C2-57-plasma.bam
11800879,3,>1000,Plasma,C2-57-plasma.bam
11800915,3,>1000,Plasma,C2-57-plasma.bam
11800880,3,>1000,Plasma,C2-57-plasma.bam
11800886,3,>1000,Plasma,C2-57-plasma.bam
376,3,200-500,Plasma,C2-57-plasma.bam
11801040,3,>1000,Plasma,C2-57-plasma.bam
93621,3,>1000,Plasma,C2-57-plasma.bam
3023790,3,>1000,Plasma,C2-57-plasma.bam
14619,3,>1000,Plasma,C2-57-plasma.bam
16453,3,>1000,Plasma,C2-57-plasma.bam
435,3,200-500,Plasma,C2-57-plasma.bam
11801037,3,>1000,Plasma,C2-57-plasma.bam
11800959,3,>1000,Plasma,C2-57-plasma.bam
5620,3,>1000,Plasma,C2-57-plasma.bam
267,3,200-500,Plasma,C2-57-plasma.bam
507,3,500-1000,Plasma,C2-57-plasma.bam
450,3,200-500,Plasma,C2-57-plasma.bam
321508,3,>1000,Plasma,C2-57-plasma.bam
524,3,500-1000,Plasma,C2-57-plasma.bam
11800921,3,>1000,Plasma,C2-57-plasma.bam
4662,3,>1000,Plasma,C2-57-plasma.bam
17419,3,>1000,Plasma,C2-57-plasma.bam
54713,3,>1000,Plasma,C2-57-plasma.bam
10807,3,>1000,Plasma,C2-57-plasma.bam
11800908,3,>1000,Plasma,C2-57-plasma.bam
9743,3,>1000,Plasma,C2-57-plasma.bam
802,3,500-1000,Plasma,C2-57-plasma.bam
372,3,200-500,Plasma,C2-57-plasma.bam
56901,3,>1000,Plasma,C2-57-plasma.bam
322,3,200-500,Plasma,C2-57-plasma.bam
1189,3,>1000,Plasma,C2-57-plasma.bam
324,3,200-500,Plasma,C2-57-plasma.bam
56920,3,>1000,Plasma,C2-57-plasma.bam
11800881,3,>1000,Plasma,C2-57-plasma.bam
11800891,3,>1000,Plasma,C2-57-plasma.bam
11800830,3,>1000,Plasma,C2-57-plasma.bam
377,3,200-500,Plasma,C2-57-plasma.bam
408,3,200-500,Plasma,C2-57-plasma.bam
29085,3,>1000,Plasma,C2-57-plasma.bam
449,3,200-500,Plasma,C2-57-plasma.bam
381,3,200-500,Plasma,C2-57-plasma.bam
346,3,200-500,Plasma,C2-57-plasma.bam
2216,3,>1000,Plasma,C2-57-plasma.bam
1735,3,>1000,Plasma,C2-57-plasma.bam
444,3,200-500,Plasma,C2-57-plasma.bam
518,3,500-1000,Plasma,C2-57-plasma.bam
391,3,200-500,Plasma,C2-57-plasma.bam
274,3,200-500,Plasma,C2-57-plasma.bam
2306665,3,>1000,Plasma,C2-57-plasma.bam
485,3,200-500,Plasma,C2-57-plasma.bam
421,3,200-500,Plasma,C2-57-plasma.bam
2306654,3,>1000,Plasma,C2-57-plasma.bam
57032,3,>1000,Plasma,C2-57-plasma.bam
3257874,3,>1000,Plasma,C2-57-plasma.bam
1810,3,>1000,Plasma,C2-57-plasma.bam
432,3,200-500,Plasma,C2-57-plasma.bam
490488,3,>1000,Plasma,C2-57-plasma.bam
544505,3,>1000,Plasma,C2-57-plasma.bam
490515,3,>1000,Plasma,C2-57-plasma.bam
996322,3,>1000,Plasma,C2-57-plasma.bam
1955292,3,>1000,Plasma,C2-57-plasma.bam
490276,3,>1000,Plasma,C2-57-plasma.bam
1961590,3,>1000,Plasma,C2-57-plasma.bam
493975,3,>1000,Plasma,C2-57-plasma.bam
8071,3,>1000,Plasma,C2-57-plasma.bam
492116,3,>1000,Plasma,C2-57-plasma.bam
490275,3,>1000,Plasma,C2-57-plasma.bam
2306627,3,>1000,Plasma,C2-57-plasma.bam
15293,3,>1000,Plasma,C2-57-plasma.bam
15000,3,>1000,Plasma,C2-57-plasma.bam
14960,3,>1000,Plasma,C2-57-plasma.bam
21351,3,>1000,Plasma,C2-57-plasma.bam
462,3,200-500,Plasma,C2-57-plasma.bam
494403,3,>1000,Plasma,C2-57-plasma.bam
490253,3,>1000,Plasma,C2-57-plasma.bam
490274,3,>1000,Plasma,C2-57-plasma.bam
2209,3,>1000,Plasma,C2-57-plasma.bam
1671,3,>1000,Plasma,C2-57-plasma.bam
13793,3,>1000,Plasma,C2-57-plasma.bam
970,3,500-1000,Plasma,C2-57-plasma.bam
804,3,500-1000,Plasma,C2-57-plasma.bam
15167,3,>1000,Plasma,C2-57-plasma.bam
261,3,200-500,Plasma,C2-57-plasma.bam
434,3,200-500,Plasma,C2-57-plasma.bam
841363,3,>1000,Plasma,C2-57-plasma.bam
138091,3,>1000,Plasma,C2-57-plasma.bam
137970,3,>1000,Plasma,C2-57-plasma.bam
2787450,3,>1000,Plasma,C2-57-plasma.bam
20,3,100-200,Plasma,C2-57-plasma.bam
426689,3,>1000,Plasma,C2-57-plasma.bam
765395,3,>1000,Plasma,C2-57-plasma.bam
841364,3,>1000,Plasma,C2-57-plasma.bam
7778,3,>1000,Plasma,C2-57-plasma.bam
7761,3,>1000,Plasma,C2-57-plasma.bam
45515029,3,>1000,Plasma,C2-57-plasma.bam
7796,3,>1000,Plasma,C2-57-plasma.bam
15344698,3,>1000,Plasma,C2-57-plasma.bam
321,3,200-500,Plasma,C2-57-plasma.bam
1178,3,>1000,Plasma,C2-57-plasma.bam
45529816,3,>1000,Plasma,C2-57-plasma.bam
14,2,100-200,Plasma,C2-57-plasma.bam
503223,2,>1000,Plasma,C2-57-plasma.bam
442,2,200-500,Plasma,C2-57-plasma.bam
544531,2,>1000,Plasma,C2-57-plasma.bam
345,2,200-500,Plasma,C2-57-plasma.bam
45796912,2,>1000,Plasma,C2-57-plasma.bam
12965,2,>1000,Plasma,C2-57-plasma.bam
2688,2,>1000,Plasma,C2-57-plasma.bam
3416730,2,>1000,Plasma,C2-57-plasma.bam
45517128,2,>1000,Plasma,C2-57-plasma.bam
268,2,200-500,Plasma,C2-57-plasma.bam
23695,2,>1000,Plasma,C2-57-plasma.bam
667,2,500-1000,Plasma,C2-57-plasma.bam
509186,2,>1000,Plasma,C2-57-plasma.bam
484671,2,>1000,Plasma,C2-57-plasma.bam
543,2,500-1000,Plasma,C2-57-plasma.bam
2333,2,>1000,Plasma,C2-57-plasma.bam
2182,2,>1000,Plasma,C2-57-plasma.bam
499,2,200-500,Plasma,C2-57-plasma.bam
490403,2,>1000,Plasma,C2-57-plasma.bam
522918,2,>1000,Plasma,C2-57-plasma.bam
588,2,500-1000,Plasma,C2-57-plasma.bam
22085,2,>1000,Plasma,C2-57-plasma.bam
1206594,2,>1000,Plasma,C2-57-plasma.bam
481720,2,>1000,Plasma,C2-57-plasma.bam
21122,2,>1000,Plasma,C2-57-plasma.bam
534544,2,>1000,Plasma,C2-57-plasma.bam
1370,2,>1000,Plasma,C2-57-plasma.bam
393,2,200-500,Plasma,C2-57-plasma.bam
93168,2,>1000,Plasma,C2-57-plasma.bam
481086,2,>1000,Plasma,C2-57-plasma.bam
95860,2,>1000,Plasma,C2-57-plasma.bam
582,2,500-1000,Plasma,C2-57-plasma.bam
377641,2,>1000,Plasma,C2-57-plasma.bam
490511,2,>1000,Plasma,C2-57-plasma.bam
526768,2,>1000,Plasma,C2-57-plasma.bam
778,2,500-1000,Plasma,C2-57-plasma.bam
70759956,2,>1000,Plasma,C2-57-plasma.bam
519,2,500-1000,Plasma,C2-57-plasma.bam
590,2,500-1000,Plasma,C2-57-plasma.bam
955,2,500-1000,Plasma,C2-57-plasma.bam
11887,2,>1000,Plasma,C2-57-plasma.bam
12007,2,>1000,Plasma,C2-57-plasma.bam
275955,2,>1000,Plasma,C2-57-plasma.bam
275808,2,>1000,Plasma,C2-57-plasma.bam
2482,2,>1000,Plasma,C2-57-plasma.bam
425,2,200-500,Plasma,C2-57-plasma.bam
56844,2,>1000,Plasma,C2-57-plasma.bam
382,2,200-500,Plasma,C2-57-plasma.bam
495830,2,>1000,Plasma,C2-57-plasma.bam
1215,2,>1000,Plasma,C2-57-plasma.bam
45826695,2,>1000,Plasma,C2-57-plasma.bam
530465,2,>1000,Plasma,C2-57-plasma.bam
532,2,500-1000,Plasma,C2-57-plasma.bam
488330,2,>1000,Plasma,C2-57-plasma.bam
1034,2,>1000,Plasma,C2-57-plasma.bam
2306632,2,>1000,Plasma,C2-57-plasma.bam
2306618,2,>1000,Plasma,C2-57-plasma.bam
496,2,200-500,Plasma,C2-57-plasma.bam
1152,2,>1000,Plasma,C2-57-plasma.bam
1019302,2,>1000,Plasma,C2-57-plasma.bam
167449,2,>1000,Plasma,C2-57-plasma.bam
3419,2,>1000,Plasma,C2-57-plasma.bam
10952,2,>1000,Plasma,C2-57-plasma.bam
1010,2,>1000,Plasma,C2-57-plasma.bam
1953,2,>1000,Plasma,C2-57-plasma.bam
2040199,2,>1000,Plasma,C2-57-plasma.bam
454,2,200-500,Plasma,C2-57-plasma.bam
95410,2,>1000,Plasma,C2-57-plasma.bam
367172,2,>1000,Plasma,C2-57-plasma.bam
7612,2,>1000,Plasma,C2-57-plasma.bam
122544226,2,>1000,Plasma,C2-57-plasma.bam
279061,2,>1000,Plasma,C2-57-plasma.bam
490281,2,>1000,Plasma,C2-57-plasma.bam
492162,2,>1000,Plasma,C2-57-plasma.bam
6826,2,>1000,Plasma,C2-57-plasma.bam
692529,2,>1000,Plasma,C2-57-plasma.bam
50537,2,>1000,Plasma,C2-57-plasma.bam
489661,2,>1000,Plasma,C2-57-plasma.bam
490282,2,>1000,Plasma,C2-57-plasma.bam
1802,2,>1000,Plasma,C2-57-plasma.bam
814,2,500-1000,Plasma,C2-57-plasma.bam
7393,2,>1000,Plasma,C2-57-plasma.bam
4903417,2,>1000,Plasma,C2-57-plasma.bam
1074,2,>1000,Plasma,C2-57-plasma.bam
477,2,200-500,Plasma,C2-57-plasma.bam
1437105,2,>1000,Plasma,C2-57-plasma.bam
15952591,2,>1000,Plasma,C2-57-plasma.bam
218051197,2,>1000,Plasma,C2-57-plasma.bam
218051168,2,>1000,Plasma,C2-57-plasma.bam
2211,2,>1000,Plasma,C2-57-plasma.bam
517024,2,>1000,Plasma,C2-57-plasma.bam
13986,2,>1000,Plasma,C2-57-plasma.bam
1020,2,>1000,Plasma,C2-57-plasma.bam
11807464,2,>1000,Plasma,C2-57-plasma.bam
115943,2,>1000,Plasma,C2-57-plasma.bam
892567,2,>1000,Plasma,C2-57-plasma.bam
75332,2,>1000,Plasma,C2-57-plasma.bam
5719,2,>1000,Plasma,C2-57-plasma.bam
33822,2,>1000,Plasma,C2-57-plasma.bam
33989,2,>1000,Plasma,C2-57-plasma.bam
319,2,200-500,Plasma,C2-57-plasma.bam
25261,2,>1000,Plasma,C2-57-plasma.bam
45517164,2,>1000,Plasma,C2-57-plasma.bam
871,2,500-1000,Plasma,C2-57-plasma.bam
11794351,2,>1000,Plasma,C2-57-plasma.bam
140358,2,>1000,Plasma,C2-57-plasma.bam
4931331,2,>1000,Plasma,C2-57-plasma.bam
27849,2,>1000,Plasma,C2-57-plasma.bam
12358,2,>1000,Plasma,C2-57-plasma.bam
54868,2,>1000,Plasma,C2-57-plasma.bam
7562,2,>1000,Plasma,C2-57-plasma.bam
21131,2,>1000,Plasma,C2-57-plasma.bam
21106,2,>1000,Plasma,C2-57-plasma.bam
21094,2,>1000,Plasma,C2-57-plasma.bam
299,2,200-500,Plasma,C2-57-plasma.bam
13058,2,>1000,Plasma,C2-57-plasma.bam
4903472,2,>1000,Plasma,C2-57-plasma.bam
11801591,2,>1000,Plasma,C2-57-plasma.bam
875,2,500-1000,Plasma,C2-57-plasma.bam
4903301,2,>1000,Plasma,C2-57-plasma.bam
4903295,2,>1000,Plasma,C2-57-plasma.bam
20920,2,>1000,Plasma,C2-57-plasma.bam
490789,2,>1000,Plasma,C2-57-plasma.bam
3976,2,>1000,Plasma,C2-57-plasma.bam
4874760,2,>1000,Plasma,C2-57-plasma.bam
46076344,2,>1000,Plasma,C2-57-plasma.bam
8092,2,>1000,Plasma,C2-57-plasma.bam
42705,2,>1000,Plasma,C2-57-plasma.bam
880,2,500-1000,Plasma,C2-57-plasma.bam
5,2,100-200,Plasma,C2-57-plasma.bam
8074,2,>1000,Plasma,C2-57-plasma.bam
38291,2,>1000,Plasma,C2-57-plasma.bam
2359,2,>1000,Plasma,C2-57-plasma.bam
46298,2,>1000,Plasma,C2-57-plasma.bam
7766,2,>1000,Plasma,C2-57-plasma.bam
7794,2,>1000,Plasma,C2-57-plasma.bam
7779,2,>1000,Plasma,C2-57-plasma.bam
7774,2,>1000,Plasma,C2-57-plasma.bam
1688,2,>1000,Plasma,C2-57-plasma.bam
419408,2,>1000,Plasma,C2-57-plasma.bam
152867,2,>1000,Plasma,C2-57-plasma.bam
378,2,200-500,Plasma,C2-57-plasma.bam
57916,2,>1000,Plasma,C2-57-plasma.bam
3508,2,>1000,Plasma,C2-57-plasma.bam
11817459,2,>1000,Plasma,C2-57-plasma.bam
1188,2,>1000,Plasma,C2-57-plasma.bam
4731,2,>1000,Plasma,C2-57-plasma.bam
1376,2,>1000,Plasma,C2-57-plasma.bam
511320,2,>1000,Plasma,C2-57-plasma.bam
522,2,500-1000,Plasma,C2-57-plasma.bam
7979,2,>1000,Plasma,C2-57-plasma.bam
2088,2,>1000,Plasma,C2-57-plasma.bam
7104,2,>1000,Plasma,C2-57-plasma.bam
3273,2,>1000,Plasma,C2-57-plasma.bam
3408,2,>1000,Plasma,C2-57-plasma.bam
7777,2,>1000,Plasma,C2-57-plasma.bam
7776,2,>1000,Plasma,C2-57-plasma.bam
6959,2,>1000,Plasma,C2-57-plasma.bam
7765,2,>1000,Plasma,C2-57-plasma.bam
9341,2,>1000,Plasma,C2-57-plasma.bam
46075972,2,>1000,Plasma,C2-57-plasma.bam
289,2,200-500,Plasma,C2-57-plasma.bam
4806246,2,>1000,Plasma,C2-57-plasma.bam
639,2,500-1000,Plasma,C2-57-plasma.bam
511,2,500-1000,Plasma,C2-57-plasma.bam
841361,2,>1000,Plasma,C2-57-plasma.bam
8775,2,>1000,Plasma,C2-57-plasma.bam
39969,2,>1000,Plasma,C2-57-plasma.bam
1838,2,>1000,Plasma,C2-57-plasma.bam
2232,2,>1000,Plasma,C2-57-plasma.bam
540,2,500-1000,Plasma,C2-57-plasma.bam
262,2,200-500,Plasma,C2-57-plasma.bam
45733,2,>1000,Plasma,C2-57-plasma.bam
841419,2,>1000,Plasma,C2-57-plasma.bam
891892,2,>1000,Plasma,C2-57-plasma.bam
8958,2,>1000,Plasma,C2-57-plasma.bam
351,2,200-500,Plasma,C2-57-plasma.bam
335,2,200-500,Plasma,C2-57-plasma.bam
809,2,500-1000,Plasma,C2-57-plasma.bam
3236,2,>1000,Plasma,C2-57-plasma.bam
50182,2,>1000,Plasma,C2-57-plasma.bam
1340,2,>1000,Plasma,C2-57-plasma.bam
284,2,200-500,Plasma,C2-57-plasma.bam
19884,2,>1000,Plasma,C2-57-plasma.bam
763002,2,>1000,Plasma,C2-57-plasma.bam
300133,2,>1000,Plasma,C2-57-plasma.bam
58134,2,>1000,Plasma,C2-57-plasma.bam
586,2,500-1000,Plasma,C2-57-plasma.bam
1206890,2,>1000,Plasma,C2-57-plasma.bam
13942,2,>1000,Plasma,C2-57-plasma.bam
13928,2,>1000,Plasma,C2-57-plasma.bam
356,2,200-500,Plasma,C2-57-plasma.bam
3028695,2,>1000,Plasma,C2-57-plasma.bam
45986013,2,>1000,Plasma,C2-57-plasma.bam
13921,2,>1000,Plasma,C2-57-plasma.bam
734,2,500-1000,Plasma,C2-57-plasma.bam
44160,2,>1000,Plasma,C2-57-plasma.bam
1733,2,>1000,Plasma,C2-57-plasma.bam
2751,2,>1000,Plasma,C2-57-plasma.bam
452,2,200-500,Plasma,C2-57-plasma.bam
219710688,2,>1000,Plasma,C2-57-plasma.bam
13919,2,>1000,Plasma,C2-57-plasma.bam
1139,2,>1000,Plasma,C2-57-plasma.bam
13917,2,>1000,Plasma,C2-57-plasma.bam
7958,2,>1000,Plasma,C2-57-plasma.bam
370,2,200-500,Plasma,C2-57-plasma.bam
4985338,2,>1000,Plasma,C2-57-plasma.bam
4985531,2,>1000,Plasma,C2-57-plasma.bam
4985516,2,>1000,Plasma,C2-57-plasma.bam
10485,2,>1000,Plasma,C2-57-plasma.bam
406466,2,>1000,Plasma,C2-57-plasma.bam
422506,2,>1000,Plasma,C2-57-plasma.bam
28928,2,>1000,Plasma,C2-57-plasma.bam
105686588,2,>1000,Plasma,C2-57-plasma.bam
45942338,2,>1000,Plasma,C2-57-plasma.bam
45942484,2,>1000,Plasma,C2-57-plasma.bam
4965864,2,>1000,Plasma,C2-57-plasma.bam
28835,2,>1000,Plasma,C2-57-plasma.bam
56851,2,>1000,Plasma,C2-57-plasma.bam
5579,2,>1000,Plasma,C2-57-plasma.bam
4589,2,>1000,Plasma,C2-57-plasma.bam
531,2,500-1000,Plasma,C2-57-plasma.bam
3235,2,>1000,Plasma,C2-57-plasma.bam
32731,2,>1000,Plasma,C2-57-plasma.bam
19889,2,>1000,Plasma,C2-57-plasma.bam
2438,2,>1000,Plasma,C2-57-plasma.bam
1995,2,>1000,Plasma,C2-57-plasma.bam
446,2,200-500,Plasma,C2-57-plasma.bam
4905375,2,>1000,Plasma,C2-57-plasma.bam
6110,2,>1000,Plasma,C2-57-plasma.bam
19910,2,>1000,Plasma,C2-57-plasma.bam
1249,2,>1000,Plasma,C2-57-plasma.bam
426840,2,>1000,Plasma,C2-57-plasma.bam
4965427,2,>1000,Plasma,C2-57-plasma.bam
16389,2,>1000,Plasma,C2-57-plasma.bam
290,2,200-500,Plasma,C2-57-plasma.bam
397,2,200-500,Plasma,C2-57-plasma.bam
797323,2,>1000,Plasma,C2-57-plasma.bam
28916,2,>1000,Plasma,C2-57-plasma.bam
638,2,500-1000,Plasma,C2-57-plasma.bam
22924,2,>1000,Plasma,C2-57-plasma.bam
54108,2,>1000,Plasma,C2-57-plasma.bam
770,2,500-1000,Plasma,C2-57-plasma.bam
9991,2,>1000,Plasma,C2-57-plasma.bam
49627820,2,>1000,Plasma,C2-57-plasma.bam
475763,2,>1000,Plasma,C2-57-plasma.bam
547313,2,>1000,Plasma,C2-57-plasma.bam
1173,2,>1000,Plasma,C2-57-plasma.bam
781,2,500-1000,Plasma,C2-57-plasma.bam
2465,2,>1000,Plasma,C2-57-plasma.bam
15863,2,>1000,Plasma,C2-57-plasma.bam
15720,2,>1000,Plasma,C2-57-plasma.bam
234709,2,>1000,Plasma,C2-57-plasma.bam
697301,2,>1000,Plasma,C2-57-plasma.bam
2384,2,>1000,Plasma,C2-57-plasma.bam
533,2,500-1000,Plasma,C2-57-plasma.bam
58743,2,>1000,Plasma,C2-57-plasma.bam
12,2,100-200,Plasma,C2-57-plasma.bam
506,2,500-1000,Plasma,C2-57-plasma.bam
42751,2,>1000,Plasma,C2-57-plasma.bam
2306621,2,>1000,Plasma,C2-57-plasma.bam
1955312,2,>1000,Plasma,C2-57-plasma.bam
1955299,2,>1000,Plasma,C2-57-plasma.bam
547402,2,>1000,Plasma,C2-57-plasma.bam
553092,2,>1000,Plasma,C2-57-plasma.bam
2771,2,>1000,Plasma,C2-57-plasma.bam
69568,2,>1000,Plasma,C2-57-plasma.bam
493953,2,>1000,Plasma,C2-57-plasma.bam
3022443,2,>1000,Plasma,C2-57-plasma.bam
7072,2,>1000,Plasma,C2-57-plasma.bam
521,2,500-1000,Plasma,C2-57-plasma.bam
31968799,2,>1000,Plasma,C2-57-plasma.bam
1950764,2,>1000,Plasma,C2-57-plasma.bam
523645,2,>1000,Plasma,C2-57-plasma.bam
2306659,2,>1000,Plasma,C2-57-plasma.bam
2306626,2,>1000,Plasma,C2-57-plasma.bam
18582,2,>1000,Plasma,C2-57-plasma.bam
40650339,2,>1000,Plasma,C2-57-plasma.bam
510801,2,>1000,Plasma,C2-57-plasma.bam
510830,2,>1000,Plasma,C2-57-plasma.bam
96219,2,>1000,Plasma,C2-57-plasma.bam
364,2,200-500,Plasma,C2-57-plasma.bam
649,2,500-1000,Plasma,C2-57-plasma.bam
8885,2,>1000,Plasma,C2-57-plasma.bam
2306629,2,>1000,Plasma,C2-57-plasma.bam
2306671,2,>1000,Plasma,C2-57-plasma.bam
1907452,2,>1000,Plasma,C2-57-plasma.bam
1502,2,>1000,Plasma,C2-57-plasma.bam
1387,2,>1000,Plasma,C2-57-plasma.bam
996519,2,>1000,Plasma,C2-57-plasma.bam
19655,2,>1000,Plasma,C2-57-plasma.bam
634,2,500-1000,Plasma,C2-57-plasma.bam
2053,2,>1000,Plasma,C2-57-plasma.bam
1817,2,>1000,Plasma,C2-57-plasma.bam
2044,2,>1000,Plasma,C2-57-plasma.bam
431,2,200-500,Plasma,C2-57-plasma.bam
2134,2,>1000,Plasma,C2-57-plasma.bam
2130,2,>1000,Plasma,C2-57-plasma.bam
777,2,500-1000,Plasma,C2-57-plasma.bam
1176,2,>1000,Plasma,C2-57-plasma.bam
347395,2,>1000,Plasma,C2-57-plasma.bam
1190,2,>1000,Plasma,C2-57-plasma.bam
1891,2,>1000,Plasma,C2-57-plasma.bam
1924,2,>1000,Plasma,C2-57-plasma.bam
1734,2,>1000,Plasma,C2-57-plasma.bam
2079,2,>1000,Plasma,C2-57-plasma.bam
420140,2,>1000,Plasma,C2-57-plasma.bam
3424266,2,>1000,Plasma,C2-57-plasma.bam
884,2,500-1000,Plasma,C2-57-plasma.bam
2331,2,>1000,Plasma,C2-57-plasma.bam
502,2,500-1000,Plasma,C2-57-plasma.bam
1955281,2,>1000,Plasma,C2-57-plasma.bam
39943538,2,>1000,Plasma,C2-57-plasma.bam
1955300,2,>1000,Plasma,C2-57-plasma.bam
330784,2,>1000,Plasma,C2-57-plasma.bam
45865406,2,>1000,Plasma,C2-57-plasma.bam
1191,2,>1000,Plasma,C2-57-plasma.bam
1168,2,>1000,Plasma,C2-57-plasma.bam
1214,2,>1000,Plasma,C2-57-plasma.bam
1180,2,>1000,Plasma,C2-57-plasma.bam
2028,2,>1000,Plasma,C2-57-plasma.bam
1821,2,>1000,Plasma,C2-57-plasma.bam
411694,2,>1000,Plasma,C2-57-plasma.bam
1163,2,>1000,Plasma,C2-57-plasma.bam
1292,2,>1000,Plasma,C2-57-plasma.bam
45865560,2,>1000,Plasma,C2-57-plasma.bam
1175,2,>1000,Plasma,C2-57-plasma.bam
18076267,2,>1000,Plasma,C2-57-plasma.bam
25006584,2,>1000,Plasma,C2-57-plasma.bam
786580,2,>1000,Plasma,C2-57-plasma.bam
25006725,2,>1000,Plasma,C2-57-plasma.bam
11800910,2,>1000,Plasma,C2-57-plasma.bam
400,2,200-500,Plasma,C2-57-plasma.bam
11801030,2,>1000,Plasma,C2-57-plasma.bam
11801045,2,>1000,Plasma,C2-57-plasma.bam
324146,2,>1000,Plasma,C2-57-plasma.bam
324147,2,>1000,Plasma,C2-57-plasma.bam
1195996,2,>1000,Plasma,C2-57-plasma.bam
11801043,2,>1000,Plasma,C2-57-plasma.bam
306,2,200-500,Plasma,C2-57-plasma.bam
4345,2,>1000,Plasma,C2-57-plasma.bam
445,2,200-500,Plasma,C2-57-plasma.bam
11800896,2,>1000,Plasma,C2-57-plasma.bam
60491336,2,>1000,Plasma,C2-57-plasma.bam
17801,2,>1000,Plasma,C2-57-plasma.bam
967844,2,>1000,Plasma,C2-57-plasma.bam
568,2,500-1000,Plasma,C2-57-plasma.bam
3386,2,>1000,Plasma,C2-57-plasma.bam
17810,2,>1000,Plasma,C2-57-plasma.bam
3574,2,>1000,Plasma,C2-57-plasma.bam
3607512,2,>1000,Plasma,C2-57-plasma.bam
2294,2,>1000,Plasma,C2-57-plasma.bam
3387491,2,>1000,Plasma,C2-57-plasma.bam
21516870,2,>1000,Plasma,C2-57-plasma.bam
31541,2,>1000,Plasma,C2-57-plasma.bam
1599840,2,>1000,Plasma,C2-57-plasma.bam
3607663,2,>1000,Plasma,C2-57-plasma.bam
21516864,2,>1000,Plasma,C2-57-plasma.bam
5003693,2,>1000,Plasma,C2-57-plasma.bam
3261,2,>1000,Plasma,C2-57-plasma.bam
23295786,2,>1000,Plasma,C2-57-plasma.bam
11800907,2,>1000,Plasma,C2-57-plasma.bam
3142,2,>1000,Plasma,C2-57-plasma.bam
11800920,2,>1000,Plasma,C2-57-plasma.bam
12568,2,>1000,Plasma,C2-57-plasma.bam
11800876,2,>1000,Plasma,C2-57-plasma.bam
127549,2,>1000,Plasma,C2-57-plasma.bam
11800922,2,>1000,Plasma,C2-57-plasma.bam
11492043,2,>1000,Plasma,C2-57-plasma.bam
11800850,2,>1000,Plasma,C2-57-plasma.bam
11800857,2,>1000,Plasma,C2-57-plasma.bam
8519,2,>1000,Plasma,C2-57-plasma.bam
411,2,200-500,Plasma,C2-57-plasma.bam
11492065,2,>1000,Plasma,C2-57-plasma.bam
529,2,500-1000,Plasma,C2-57-plasma.bam
569,2,500-1000,Plasma,C2-57-plasma.bam
396,2,200-500,Plasma,C2-57-plasma.bam
421108,2,>1000,Plasma,C2-57-plasma.bam
11492055,2,>1000,Plasma,C2-57-plasma.bam
3399,2,>1000,Plasma,C2-57-plasma.bam
924,2,500-1000,Plasma,C2-57-plasma.bam
11800971,2,>1000,Plasma,C2-57-plasma.bam
25006569,2,>1000,Plasma,C2-57-plasma.bam
11800967,2,>1000,Plasma,C2-57-plasma.bam
3095440,2,>1000,Plasma,C2-57-plasma.bam
285,2,200-500,Plasma,C2-57-plasma.bam
25006585,2,>1000,Plasma,C2-57-plasma.bam
11801033,2,>1000,Plasma,C2-57-plasma.bam
573,2,500-1000,Plasma,C2-57-plasma.bam
66867,2,>1000,Plasma,C2-57-plasma.bam
889717,2,>1000,Plasma,C2-57-plasma.bam
917,2,500-1000,Plasma,C2-57-plasma.bam
1314775,2,>1000,Plasma,C2-57-plasma.bam
9187,2,>1000,Plasma,C2-57-plasma.bam
6158,2,>1000,Plasma,C2-57-plasma.bam
15350058,2,>1000,Plasma,C2-57-plasma.bam
5885,2,>1000,Plasma,C2-57-plasma.bam
10604,2,>1000,Plasma,C2-57-plasma.bam
10788,2,>1000,Plasma,C2-57-plasma.bam
19609868,2,>1000,Plasma,C2-57-plasma.bam
2529,2,>1000,Plasma,C2-57-plasma.bam
3364137,2,>1000,Plasma,C2-57-plasma.bam
2480,2,>1000,Plasma,C2-57-plasma.bam
11808580,2,>1000,Plasma,C2-57-plasma.bam
11807466,2,>1000,Plasma,C2-57-plasma.bam
7322,2,>1000,Plasma,C2-57-plasma.bam
31542,2,>1000,Plasma,C2-57-plasma.bam
5511,2,>1000,Plasma,C2-57-plasma.bam
3993816,2,>1000,Plasma,C2-57-plasma.bam
48541,2,>1000,Plasma,C2-57-plasma.bam
12243,2,>1000,Plasma,C2-57-plasma.bam
9367,2,>1000,Plasma,C2-57-plasma.bam
12288,2,>1000,Plasma,C2-57-plasma.bam
21223346,2,>1000,Plasma,C2-57-plasma.bam
11810605,2,>1000,Plasma,C2-57-plasma.bam
12123,2,>1000,Plasma,C2-57-plasma.bam
